"","note_num","file_name","max_freq","min_freq","mean_freq","median_freq","sd_freq","abs_max_slope","duration"
"122",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.37.wav",3.328125,3.1875,3.27426861702128,3.28125,0.0458224804414456,0.046875,0.0709008591065291
"123",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.39.wav",7.734375,4.78125,6.65041866028708,6.984375,0.870875362004526,1.96875,0.243872487579042
"124",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.39.wav",3.84375,3.75,3.78795630530973,3.796875,0.0255445734954877,0.046875,0.262136065943993
"125",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.39.wav",4.828125,4.734375,4.77573529411765,4.78125,0.0412291816693346,0.046875,0.0569393913730804
"126",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.39.wav",3.375,3.234375,3.3485704787234,3.375,0.0417344268663876,0.046875,0.221311596657633
"127",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.45.wav",7.640625,4.78125,6.60074529288703,6.984375,0.931869414251117,2.0625,0.27601514088168
"128",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.45.wav",3.9375,3.75,3.83186923963134,3.796875,0.0484815730935734,0.046875,0.252387385631108
"129",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.45.wav",5.015625,4.78125,4.93201013513514,4.921875,0.0717178437571549,0.09375,0.0601433770014556
"130",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.45.wav",3.421875,3.1875,3.3203125,3.328125,0.0626467442113923,0.046875,0.142840520378457
"131",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.56.wav",7.96875,4.828125,6.61002304147465,7.03125,1.01289174743913,2.0625,0.252277856928614
"132",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.56.wav",3.9375,3.75,3.79767287234043,3.75,0.0632416865651053,0.046875,0.271601267246551
"133",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.56.wav",5.015625,4.734375,4.8640625,4.828125,0.0838377433736325,0.046875,0.084808300839832
